State Abbreviation,Name,5-digit FIPS Code,Adult Obesity raw value,Premature Death raw value,Poor Physical Health Days raw value,Low Birth Weight raw value,Poor Mental Health Days raw value,Poor or Fair Health raw value,Flu Vaccinations raw value,Access to Exercise Opportunities raw value,Food Environment Index raw value,Primary Care Physicians raw value,Mental Health Providers raw value,Dentists raw value,Preventable Hospital Stays raw value,Mammography Screening raw value,Uninsured raw value,Severe Housing Problems raw value,Driving Alone to Work raw value,Long Commute - Driving Alone raw value,Air Pollution: Particulate Matter raw value,Drinking Water Violations raw value,Broadband Access raw value,Library Access raw value,Some College raw value,High School Completion raw value,Unemployment raw value,Income Inequality raw value,Children in Poverty raw value,Injury Deaths raw value,Social Associations raw value,Child Care Cost Burden raw value,Life Expectancy raw value,Premature Age-Adjusted Mortality raw value,Frequent Physical Distress raw value,Diabetes Prevalence raw value,HIV Prevalence raw value,Frequent Mental Distress raw value,Suicides raw value,Feelings of Loneliness raw value,Limited Access to Healthy Foods raw value,Food Insecurity raw value,Insufficient Sleep raw value,Teen Births raw value,Sexually Transmitted Infections raw value,Excessive Drinking raw value,Alcohol-Impaired Driving Deaths raw value,Adult Smoking raw value,Physical Inactivity raw value,Uninsured Adults raw value,Uninsured Children raw value,Other Primary Care Providers raw value,Traffic Volume raw value,Homeownership raw value,Severe Housing Cost Burden raw value,Access to Parks raw value,Adverse Climate Events raw value,Census Participation raw value,Voter Turnout raw value,High School Graduation raw value,Reading Scores raw value,Math Scores raw value,School Segregation raw value,School Funding Adequacy raw value,Children Eligible for Free or Reduced Price Lunch raw value,Gender Pay Gap raw value,Median Household Income raw value,Child Care Centers raw value,Motor Vehicle Crash Deaths raw value,Lack of Social and Emotional Support raw value,% Below 18 Years of Age raw value,% 65 and Older raw value,% Female raw value,% American Indian or Alaska Native raw value,% Asian raw value,% Hispanic raw value,% Native Hawaiian or Other Pacific Islander raw value,% Non-Hispanic Black raw value,% Non-Hispanic White raw value,% Disability: Functional Limitations raw value,% Not Proficient in English raw value,Children in Single-Parent Households raw value,% Rural raw value,Population raw value
AL,Escambia County,01053,0.435,15044.632371,5.6473755354,0.0949074074,6.8351666864,0.257,0.29,0.3864570014,6.7,0.0002997357,0.0010120904,0.0004363716,3640.0,0.35,0.1241663326,0.1125776398,0.8902410115,0.29,8.9,0.0,0.7539316172,3.9255271422,0.3683420855,0.8253264834,0.0311634349,5.3975738018,0.29,130.03545925,13.636611575,0.2854985795,70.098328137,746.14482757,0.163,0.15,246.4,0.218,22.375226963,0.357,0.0567654877,0.193,0.461,38.204893366,597.3,0.1459341843,0.2448979592,0.217,0.327,0.1633105011,0.0301949596,0.0006838448,25.491137704,0.686878961,0.1196551724,0.011426395,2.0,0.58,0.5592267135,0.8991643454,2.842546,2.653321,0.1729135842,-4481.115,0.6811487482,0.8087372507,50333,6.1553030303,24.399501166,0.278,0.2263799989,0.1901088681,0.5,0.0362711308,0.0033371629,0.0237978008,0.0007111986,0.3077028284,0.605147984,0.392,0.0052377232,0.3514193317,0.6528280328,36558
AL,Etowah County,01055,0.413,14706.297419,4.7155208299,0.088615236,5.9219199882,0.222,0.39,0.5472466066,6.3,0.0007367054,0.0015400858,0.0005044234,4044.0,0.29,0.112525627,0.1136066858,0.8759225309,0.309,7.9,0.0,0.8496169561,1.35413092,0.5298256966,0.8577786964,0.0279482627,4.8791989664,0.255,98.950115896,14.162657147,0.23026817,70.243289319,716.46130533,0.149,0.126,246.9,0.211,21.289476204,0.367,0.1339791957,0.175,0.462,35.983384853,487.9,0.1645143439,0.1976744186,0.188,0.299,0.1429789938,0.0297517029,0.0012301314,60.308879977,0.7375127681,0.1212646283,0.0703913531,1.0,0.658,0.6033881163,0.889566474,2.921564,2.680267,0.2172954915,-6894.09,0.6892960717,0.7740959714,52504,5.4744525547,21.705585988,0.257,0.2187987331,0.2004533083,0.5145630128,0.007816662,0.0083590821,0.0537577125,0.0038550576,0.1498145117,0.7659360138,0.359,0.0104049928,0.3498995311,0.4316968947,103241
AL,Fayette County,01057,0.392,14667.278733,5.3005580506,0.1012048193,6.5675612269,0.254,0.41,0.3584951902,6.9,0.0009908348,0.0001878875,0.0003102122,3940.0,0.4,0.1155548403,0.0983078163,0.8856906534,0.422,8.3,0.0,0.7782184763,0.9518571164,0.5038802661,0.8523172906,0.0288666059,5.5408065546,0.22,108.3183575,7.4450924432,0.3005788565,70.679483092,715.3535586,0.167,0.132,102.2,0.225,20.619100964,0.355,0.0042998961,0.205,0.405,35.431825372,266.8,0.1645710769,0.2941176471,0.218,0.322,0.1457253172,0.0355831686,0.0006889209,4.5736968885,0.781854239,0.0986922406,,1.0,0.584,0.6795348837,0.875,2.934374,2.52806,0.0953861112,-1206.15,0.6985668054,0.6568,49235,3.3185840708,18.379778742,0.267,0.2151312081,0.2225840797,0.5066073777,0.0050103338,0.005448738,0.0223586146,0.0001252583,0.111730444,0.8387298804,0.389,0.0005199194,0.2624565469,1.0,15967
AL,Franklin County,01059,0.396,13058.98714,5.1956491637,0.0982292015,6.1730940488,0.255,0.37,0.5691775916,6.9,0.000406085,0.0001572228,0.0002192158,5425.0,0.33,0.1369978534,0.0994979461,0.8529875986,0.361,7.5,0.0,0.6628137669,1.1823446251,0.4243792325,0.7948572509,0.0256896189,4.5518775825,0.344,108.10674118,7.8291369159,0.2980355058,71.506373608,658.7173959,0.164,0.135,98.6,0.21,11.853472906,0.351,0.0573510465,0.183,0.393,43.800931315,300.6,0.1641963785,0.2222222222,0.203,0.333,0.1774771838,0.0408668731,0.000723225,16.369525934,0.7175881998,0.0885748591,0.012736275,1.0,0.593,0.5728991118,0.9465,2.566711,2.592261,0.1726955445,-2586.55,0.5744680851,0.7779124579,49682,2.5951557093,32.535020334,0.259,0.2516508396,0.1769700019,0.4994654424,0.0184265141,0.0039934595,0.2060876674,0.0021696749,0.0366329162,0.7333815483,0.384,0.043399517,0.2782554517,0.6904991748,31802
AL,Geneva County,01061,0.382,14287.285268,5.3848015382,0.0855295873,6.8754379536,0.226,0.42,0.3550020631,6.6,0.0002996142,0.0003705351,7.46742e-05,3186.0,0.36,0.1210851975,0.1280931587,0.8770944577,0.411,8.9,0.0,0.765971564,0.7026750784,0.4830424761,0.8320944699,0.0244293866,4.3964702736,0.27,92.089371981,9.334279207,0.2573091229,70.579638414,717.13717158,0.151,0.125,210.9,0.202,18.749954897,0.354,0.0386399103,0.206,0.412,28.828828829,470.4,0.1663236356,0.2564102564,0.18,0.302,0.1549980297,0.0329109758,0.0003334815,2.6964553522,0.7827488152,0.0933306629,0.0127161559,3.0,0.567,0.614800294,0.959351145,3.0532,2.939029,0.0273538346,-2347.83,0.6853320119,0.790091715,50006,4.8143053645,25.873918551,0.252,0.2196161257,0.2114643545,0.5095598044,0.0126352453,0.0050022232,0.0553208834,0.0007781236,0.0874092189,0.8189936268,0.365,0.0059702673,0.272927242,0.9944108931,26988
AL,Greene County,01063,0.51,16286.662891,5.7638010691,0.16875,6.8579781145,0.341,0.3,0.0397153946,4.5,0.0003932363,0.0001362212,,2780.0,0.39,0.092735123,0.1385964912,0.7940258582,0.441,8.5,0.0,0.6038854132,0.2952261307,0.3531331593,0.820060675,0.0477025605,5.2469433962,0.468,104.10054589,8.0840743735,0.4274820185,70.558950817,767.45929607,0.187,0.194,510.5,0.23,,0.371,0.2275647535,0.211,0.51,52.825552826,1024.0,0.116043825,0.3255813953,0.239,0.399,0.1184450822,0.0280076384,0.0002724424,9.9400356263,0.6973987488,0.1391076115,0.0012936611,2.0,0.42,0.7414596273,0.875,2.630965,2.512397,,-31905.52,0.838992333,0.7932707674,34619,1.8552875696,40.971195468,0.334,0.2160468601,0.2584116605,0.5346683013,0.0047677428,0.0035417518,0.0079008309,0.0,0.7945783953,0.1789946874,0.447,0.0016478989,0.6806411837,1.0,7341
AL,Hale County,01065,0.444,15927.466736,5.1826296834,0.1214953271,6.3393103025,0.263,0.35,0.5071356104,6.6,0.0002033347,0.0004701773,0.0001370332,4263.0,0.39,0.1139656858,0.147030185,0.8680890538,0.543,8.7,0.0,0.76033207,0.6818277054,0.5116760272,0.8189205457,0.0332887253,6.0155182323,0.322,98.097988991,6.1664953751,0.3491977348,69.946175937,758.02523188,0.154,0.156,505.1,0.208,14.90599995,0.354,0.0697649126,0.191,0.449,32.427120865,918.1,0.1346106045,0.5,0.186,0.32,0.1449912127,0.0394889663,0.0006716819,6.5939413971,0.7700776033,0.1536972513,0.2762259046,2.0,0.508,0.6978798587,0.925,2.660987,2.288223,0.2317112155,-11828.75,0.6876617774,0.6127733466,42380,5.1072522983,27.142303218,0.294,0.2446265449,0.201706072,0.5274717894,0.0030897367,0.0039629232,0.0130977969,0.0004030091,0.5765717356,0.3937399248,0.38,0.0016690856,0.4379457917,1.0,14888
AL,Henry County,01067,0.383,10894.195271,4.9330215927,0.1188694929,6.1903098496,0.258,0.39,0.1852327073,7.0,0.0003436623,0.0007262976,0.0002832059,3857.0,0.43,0.1127886987,0.0843091335,0.8612222376,0.402,9.0,0.0,0.8001196888,1.4379439159,0.4472563267,0.8223549756,0.0263493413,5.8215134206,0.227,94.52340607,12.46105919,0.2314291881,74.216601454,526.31736867,0.164,0.137,263.5,0.221,21.286695376,0.37,0.0804810337,0.166,0.426,27.506654836,623.1,0.1665613383,0.3,0.215,0.328,0.1388127854,0.0409748259,0.0002234762,22.455131712,0.8089467385,0.0822926673,0.0169135658,2.0,0.507,0.6877218935,0.925,2.604731,2.56814,0.0563027269,-3381.63,0.5806324111,0.7777149534,55598,7.0588235294,18.998529679,0.291,0.2046483044,0.241857087,0.5195262305,0.0056986424,0.0057545114,0.0225152243,0.0003352143,0.2393429801,0.7091457623,0.383,0.0030116853,0.3318373072,1.0,17899
AL,Houston County,01069,0.375,11251.055627,4.4700115734,0.1098064797,6.121567757,0.223,0.44,0.7218522042,7.2,0.0008189246,0.0019177223,0.0006384219,3542.0,0.43,0.1171585758,0.1322545322,0.8554394485,0.247,9.3,0.0,0.8534087974,2.6730800019,0.5767757147,0.8739965096,0.0258287321,5.1652568239,0.246,77.901941166,10.917939655,0.2179021073,73.542174929,560.37180474,0.147,0.13,428.3,0.211,18.35912705,0.357,0.0424210913,0.174,0.404,32.233098111,671.7,0.1536726188,0.2857142857,0.188,0.295,0.1512884059,0.027864646,0.002138998,74.32011828,0.63915831,0.1309954973,0.0020801851,3.0,0.623,0.5784278108,0.8951292247,2.875114,2.699954,0.1733607684,-5736.74,0.6948968512,0.7299782284,59412,9.3673218673,16.191644302,0.278,0.2282181778,0.1918920912,0.5207999115,0.0061127399,0.0126034925,0.0475927053,0.0011432575,0.2720584168,0.6421696078,0.342,0.0063018965,0.3363128944,0.3431652395,108462
AL,Jackson County,01071,0.386,13931.867869,5.1332007757,0.0884371029,6.4130811018,0.24,0.4,0.3767854086,6.5,0.0005116253,0.0005610938,0.0003214157,2342.0,0.49,0.129937158,0.1008631319,0.8431949807,0.4,7.9,0.0,0.8686868687,0.6963371406,0.5045908832,0.8205595144,0.0248275275,4.6348426085,0.192,93.243492141,9.4534041708,0.2332795897,70.899564188,707.618957,0.162,0.124,92.6,0.22,16.705221143,0.347,0.0537041645,0.2,0.421,27.362701339,363.0,0.1741202617,0.171875,0.207,0.311,0.1643936957,0.0316188128,0.0008603438,14.597619832,0.7504012083,0.095359028,0.0780539759,1.0,0.607,0.584398566,0.9411545624,3.019596,2.760135,0.1043412115,120.015,0.6151523109,0.7367008866,51479,4.0620384047,29.342803472,0.256,0.2078291282,0.2128976752,0.5059382423,0.0157667346,0.0060785157,0.0366768287,0.0014214375,0.0329736099,0.8828810294,0.377,0.0052730396,0.2830429627,0.7530953422,53467
AL,Jefferson County,01073,0.397,13163.518237,4.0813352946,0.1147629876,5.4820348912,0.197,0.47,0.7978616347,6.9,0.0011110778,0.0027078195,0.0009392719,3161.0,0.46,0.0960067357,0.160617936,0.7827694589,0.336,10.2,0.0,0.8851776238,3.0672755139,0.6914318106,0.9099194224,0.0245276408,5.4671421294,0.215,121.97393937,14.05150817,0.2554769335,72.43208331,597.53784053,0.127,0.129,679.6,0.18,13.921971351,0.336,0.125866386,0.152,0.384,20.455731196,914.5,0.1602283871,0.1178861789,0.15,0.265,0.1233363883,0.0250051213,0.0021119483,129.51027345,0.6371736374,0.1595986405,0.2641476996,1.0,0.641,0.6601258065,0.8922618428,2.705449,2.494561,0.3414146618,-9918.123167,0.5542526803,0.7959392015,64726,7.2351055807,16.929136752,0.279,0.2280602509,0.1722655926,0.5261149956,0.0032433492,0.018849139,0.0547251073,0.000547598,0.4297648949,0.4808966729,0.311,0.0122626148,0.3484098756,0.1207091524,662895
AL,Lamar County,01075,0.383,12036.358042,4.9570425938,0.0956284153,6.5784682094,0.222,0.41,0.2322502147,7.3,,0.0002196033,0.0002188982,2812.0,0.39,0.1106487611,0.0981308411,0.8319826053,0.374,8.2,0.0,0.7242831362,0.9046250684,0.5242782152,0.8389985752,0.0279562424,5.1282472533,0.23,95.920473208,8.0262677855,0.2905810049,72.385633339,652.49205039,0.148,0.12,189.1,0.208,,0.348,0.0041625375,0.187,0.395,35.895576505,379.4,0.1726919203,0.1739130435,0.19,0.289,0.1413014957,0.0325386598,0.000878413,6.1140085598,0.7403248446,0.0644748079,,1.0,0.557,0.6703634669,0.875,2.906273,3.024527,0.0164597401,-1798.42,0.6565197637,0.8339330449,50929,6.157635468,37.239709944,0.253,0.2205548642,0.2272893639,0.5055266818,0.0047580704,0.0011712173,0.0204963033,0.0001464022,0.1008710929,0.8560866701,0.354,0.0006206362,0.2152350081,1.0,13661
AL,Lauderdale County,01077,0.365,9936.8569068,4.5521429468,0.0908808933,6.0028806517,0.188,0.48,0.5265593604,7.2,0.0005423051,0.0019625261,0.0005840756,3140.0,0.39,0.1064372475,0.1192987081,0.802893182,0.334,7.3,0.0,0.817185445,4.3946649092,0.5838279609,0.8930403043,0.0253922044,4.7957901743,0.168,82.407318453,13.246000125,0.2334454965,74.903864823,507.88184099,0.131,0.108,112.0,0.194,13.997531885,0.335,0.0647068192,0.164,0.414,16.023816821,394.3,0.1729068913,0.1428571429,0.163,0.255,0.1318298969,0.032424274,0.0012808065,64.790912914,0.6783402532,0.1120334216,0.0292420162,1.0,0.671,0.6044441415,0.936986987,3.009599,2.940644,0.1843348609,-780.31,0.5594717161,0.7366832602,63895,5.904681569,20.818631451,0.229,0.1916251782,0.2085338897,0.5191811102,0.0050715806,0.0111347532,0.035149875,0.0008159977,0.0995310596,0.8320077675,0.314,0.0080422718,0.2593553969,0.5216322517,96814
AL,Lawrence County,01079,0.407,13633.173957,5.0458346113,0.0894988067,6.4154725921,0.24,0.38,0.5649321199,7.0,0.0001813237,0.0012238075,9.03234e-05,3658.0,0.39,0.1217629202,0.0862068966,0.8857182725,0.538,7.9,0.0,0.7443895017,0.9132610509,0.5229002709,0.8455945252,0.0225871314,4.3071152268,0.192,101.18636468,10.236647197,0.2424832962,71.144564733,684.4704611,0.159,0.131,70.8,0.218,22.254105789,0.353,0.0535403483,0.18,0.399,31.716705158,514.8,0.1772483828,0.1454545455,0.205,0.301,0.1536887343,0.0352375868,0.0003880365,15.063611943,0.8141498669,0.0663910506,0.08257491,0.0,0.635,0.6257220921,0.94,2.805919,2.407249,0.0806044146,-188.32,0.6464452959,0.6947553215,61064,4.6975924839,31.555968617,0.268,0.2183750224,0.192018387,0.5104471375,0.0570115217,0.0031639902,0.032595069,0.0002387917,0.099307504,0.7611187392,0.377,0.0073295092,0.1928828579,0.9999395277,33502
AL,Lee County,01081,0.352,7894.4869047,4.0910269509,0.0984050557,5.8040378023,0.197,0.42,0.6107862099,6.9,0.0004965636,0.001353601,0.0003429716,2107.0,0.47,0.1004613633,0.1806875792,0.7947009341,0.269,9.3,0.0,0.8693482868,5.2400049285,0.7632713787,0.9142571104,0.0229331823,6.401174743,0.149,64.572456507,8.4083353156,0.2379095039,77.146206461,400.70627943,0.13,0.119,224.4,0.194,13.751674042,0.328,0.1106901952,0.155,0.375,12.739504734,499.5,0.1781329168,0.2680412371,0.159,0.265,0.1230820635,0.0318819457,0.0008350845,82.821409317,0.6572912987,0.1743920796,0.2376822906,2.0,0.619,0.5774823197,0.9021334923,3.129641,3.029601,0.0951311961,-2612.276667,0.5172427653,0.7731383239,62301,4.8076923077,13.714967203,0.246,0.2083071801,0.1396992604,0.5070054308,0.0039570996,0.0423600688,0.0538274705,0.0011243621,0.2237535136,0.6603116557,0.321,0.0170540143,0.2415585108,0.2638988527,183215
AL,Limestone County,01083,0.358,8777.4894426,4.1986358579,0.0866726411,5.5256578405,0.182,0.47,0.497914454,7.6,0.0003441316,0.000654142,0.0002975654,2758.0,0.45,0.0923175388,0.0992497038,0.8283469695,0.427,7.8,0.0,0.8915819195,0.4723954089,0.6637945656,0.8756250496,0.0206563552,4.4251247691,0.113,64.568168862,7.6645626691,0.1823226705,76.061757922,446.39396336,0.125,0.112,147.6,0.186,14.74030622,0.318,0.0642636737,0.148,0.398,19.748404403,303.9,0.1724426356,0.2598425197,0.155,0.244,0.1135121336,0.0343038225,0.0006890296,29.345345189,0.7749681417,0.0769825719,0.0708120112,1.0,0.592,0.6695451146,0.8750755089,2.896758,2.74408,0.0759573312,-3689.3195,0.5426648015,0.7192646873,81811,3.1347962382,18.921906588,0.244,0.2198004431,0.1598897553,0.4982643432,0.0087131718,0.0219530064,0.0769009367,0.0019275385,0.1410330211,0.7319849286,0.31,0.0126856131,0.158878114,0.5101284156,114654
AL,Lowndes County,01085,0.496,19891.328012,5.4284225467,0.1514084507,6.2636695937,0.3,0.35,0.0091164775,5.4,0.0001003512,0.0001029124,,3194.0,0.42,0.0910078783,0.1829896907,0.8568168853,0.628,8.7,0.0,0.6462388849,0.0762836186,0.4548259145,0.8322617517,0.0457012282,6.3511284722,0.421,130.39137787,5.1140431625,0.3556687534,67.599804261,875.3717535,0.171,0.184,544.1,0.218,,0.361,0.2020400656,0.18,0.495,29.984218832,1053.5,0.1261603849,0.1621621622,0.219,0.362,0.1155133929,0.0249639942,0.0003087373,9.5230950887,0.7731314588,0.175856531,0.0091164775,2.0,0.504,0.8917155903,0.775,2.177279,2.248815,0.0773376228,-30394.74,0.962585034,0.7258947104,42011,1.5600624025,34.523929399,0.315,0.220952969,0.2132345374,0.5244417001,0.0036019348,0.0048368838,0.017083462,0.0004116497,0.718019965,0.2495626222,0.419,0.0023322379,0.6248294679,1.0,9717
AL,Macon County,01087,0.477,15396.827364,5.0144693755,0.1328320802,6.3119901511,0.284,0.28,0.3866475527,5.6,0.0003175443,0.0047904192,0.0002700367,3060.0,0.38,0.0961538462,0.1254379818,0.7413625642,0.375,8.9,0.0,0.7586351559,0.0098154692,0.5215698023,0.8420375611,0.0318949343,5.4340294257,0.406,113.27371941,7.5610282998,0.3640874478,71.420007275,715.19441621,0.159,0.177,648.3,0.205,,0.364,0.2209988702,0.165,0.447,16.616072855,880.3,0.1275262287,0.25,0.192,0.351,0.1186258722,0.0238964487,0.0009798585,14.441922874,0.6480212558,0.1628268991,0.2903440508,2.0,0.501,0.5736928642,0.825,2.37809,1.91344,0.0547971439,-27086.17,0.9558659218,0.7883318018,40710,8.8888888889,31.652654577,0.323,0.1659227001,0.2193249864,0.5470332063,0.0033206315,0.005988024,0.0232444203,0.0001633097,0.7834512793,0.1729450191,0.392,0.0028839221,0.6162068966,0.5390640999,18370
AL,Madison County,01089,0.357,9054.1844336,3.9285510785,0.1020849725,5.4941697582,0.172,0.43,0.7819545385,7.5,0.0008552394,0.0020019389,0.0005377077,2609.0,0.49,0.0806479077,0.1099133105,0.7720086834,0.269,7.1,0.0,0.9130664927,2.9963073179,0.7713874641,0.9259096196,0.0204677795,4.9246695904,0.135,76.343162516,10.332907958,0.1730956691,76.475175248,424.79981568,0.118,0.11,258.6,0.171,15.268313447,0.33,0.0934290738,0.139,0.384,15.673399306,628.4,0.1781707435,0.3228699552,0.138,0.217,0.1007538821,0.0243142986,0.0016238488,82.549293313,0.6877681281,0.1062513416,0.3892640273,1.0,0.741,0.6989664454,0.9315725,3.127134,2.91024,0.127386933,-1571.346667,0.4276957421,0.6743383494,86172,6.6910800669,14.455527437,0.241,0.2144158992,0.1612675715,0.5075157538,0.0079108095,0.0270358701,0.0682258846,0.0011197286,0.2456834707,0.6250339312,0.267,0.0125792377,0.2620331397,0.1710227668,412600
AL,Marengo County,01091,0.461,14678.892244,4.8222701794,0.1222222222,6.1254510791,0.26,0.38,0.4757025307,6.2,0.0004211413,0.0004281738,0.0002667378,2883.0,0.4,0.1024383505,0.0917241379,0.8304829662,0.382,8.7,1.0,0.7646749836,1.6674966272,0.5402635432,0.8561707393,0.0333553065,6.6424484365,0.331,106.98812538,14.937316618,0.3153425934,70.764814396,699.33411531,0.157,0.154,208.7,0.208,16.218246707,0.359,0.1324722546,0.177,0.439,26.089159068,730.9,0.1456799086,0.2333333333,0.199,0.327,0.1293916024,0.032196518,0.0008028259,20.429121758,0.6904793171,0.0954532618,0.0565129638,2.0,0.475,0.7463197535,0.8833633094,2.765427,2.628864,0.1550850155,-18720.21667,0.6803824978,0.6787204221,47228,5.4858934169,29.224209635,0.298,0.2238278741,0.2096981374,0.5254763434,0.0026760865,0.0035859559,0.0283665168,0.0017662171,0.5122029544,0.442945836,0.378,0.0002803791,0.4855342977,0.6777415515,18684
AL,Marion County,01093,0.395,12543.533929,5.1009522776,0.107078853,6.2816112473,0.228,0.38,0.3125319519,7.0,0.000239349,0.0003077554,0.0002057895,5097.0,0.4,0.1121395987,0.1006289308,0.8873616236,0.305,7.8,1.0,0.7657715652,1.1092029943,0.5868696187,0.821086108,0.0292030164,4.9441931385,0.243,76.570197253,9.6035121416,0.3030780888,72.404085747,631.98122775,0.154,0.124,168.7,0.206,22.83013691,0.332,0.0103100843,0.2,0.386,35.5276907,205.8,0.1729897521,0.3333333333,0.188,0.298,0.1403699674,0.036589196,0.0010258515,6.4752393919,0.7522530807,0.0713671539,,1.0,0.571,0.5908001712,0.9063880126,3.059418,2.875075,0.0513322235,-711.69,0.6498691099,0.7099327738,48829,6.1475409836,20.249942143,0.241,0.2098208179,0.2164204623,0.5015045821,0.0052660375,0.0037272603,0.033100807,0.0008890713,0.0402817672,0.9045958145,0.358,0.001880583,0.2135104487,1.0,29244
AL,Marshall County,01095,0.386,12808.56937,4.8547744553,0.0806277587,6.0608387042,0.207,0.45,0.5238905053,6.6,0.0005497414,0.0028782405,0.0003620893,3202.0,0.36,0.1241745022,0.1025677201,0.821658362,0.346,8.7,0.0,0.8942246197,2.5400063088,0.5058410226,0.8442075185,0.0205583207,4.7301922082,0.215,93.738974902,8.9516510264,0.2018970642,71.900213003,627.38503071,0.145,0.114,151.1,0.202,17.273828043,0.334,0.1003142129,0.176,0.403,42.146810634,386.2,0.1776697145,0.202020202,0.171,0.279,0.163436521,0.0360356925,0.0010321966,36.733322512,0.7547757417,0.0898107715,0.0774904725,1.0,0.656,0.5907194995,0.9128538813,2.763818,2.750253,0.1726689747,-1231.5574,0.6300860512,0.7524466232,59882,3.6603221083,24.917837486,0.24,0.2602127913,0.1736869268,0.504247886,0.0133788558,0.0079598237,0.1751756719,0.0042875859,0.0271745603,0.7677855413,0.344,0.0340306986,0.2670352074,0.5365119043,100756
AL,Mobile County,01097,0.422,12655.580664,4.485062272,0.1212318017,5.9054366518,0.247,0.42,0.6292148917,6.9,0.0007117386,0.0013798465,0.000542037,3646.0,0.39,0.1176122841,0.1520453036,0.8323300927,0.365,8.0,1.0,0.8388481499,1.639845657,0.5880152933,0.8900830693,0.0310043278,5.0727057531,0.248,94.372209225,11.132419892,0.2587417624,72.618914026,602.30674873,0.151,0.135,574.2,0.203,15.064134156,0.352,0.0971583445,0.163,0.415,27.510135024,758.1,0.1679938004,0.3387096774,0.191,0.287,0.1517215158,0.0307868682,0.0017393839,101.83429759,0.6487442915,0.1404791332,0.3154054035,2.0,0.605,0.587459508,0.8333943042,2.700035,2.579397,0.2450747582,-7962.9,0.6859368731,0.7096208224,55538,6.6522967147,20.152383823,0.283,0.2316733068,0.1778714411,0.5224905257,0.0095811874,0.0216597027,0.035455738,0.0004615684,0.3636405597,0.5525119036,0.362,0.0083766168,0.355930446,0.2239633181,411640
